Date,FPT_DATA,HPG_DATA,MBB_DATA,MWG_DATA,VIC_DATA
2020-05-03,22622,8040,6291,35167,93867
2020-05-05,21089,7698,4814,26433,82400
2020-05-06,23204,9730,5454,28700,84444
2020-05-08,22394,10403,5042,26400,77333
2020-05-10,24061,11806,6201,34667,82933
2020-05-11,24776,13058,6412,35600,92889
2020-06-01,23616,8633,6383,38233,101778
2020-06-02,22207,9065,6642,36500,101689
2020-06-03,22373,8058,6291,34367,93333
2020-06-04,19680,6781,4798,23300,86489
2020-06-05,21917,7986,4859,27067,84444
2020-06-07,22298,9928,5179,27833,81244
2020-06-08,22298,10382,4981,26433,77778
2020-06-10,24061,12195,6254,35067,81600
2020-06-11,24967,13123,6307,35000,93422
2020-07-01,24072,8525,6398,38533,101956
2020-07-02,22083,8759,6520,36233,101689
2020-07-04,19597,6835,4859,24867,86489
2020-07-05,22166,8489,4966,27533,85333
2020-07-07,22608,10198,5210,27900,80889
2020-07-08,22441,10446,4966,26200,77778
2020-07-09,23108,10576,5393,30100,81333
2020-07-10,24014,12000,6166,35867,82222
2020-07-12,26539,16490,7323,38100,94044
2020-08-01,23533,8435,6307,37600,101600
2020-08-04,19411,6727,4783,24667,83556
2020-08-05,22249,8418,5057,27933,86667
2020-08-06,23513,9964,5514,30033,85333
2020-08-07,22727,10090,5225,27867,80711
2020-08-09,23585,10641,5423,31033,80444
2020-08-10,24347,12130,6184,36500,82044
2020-08-12,26777,16576,7480,38167,93333
2020-09-01,23864,8633,6413,38167,101956
2020-09-03,20840,7500,5865,31967,86844
2020-09-04,19411,6673,4814,24333,85333
2020-09-06,23323,9748,5514,29567,85511
2020-09-07,23037,10126,5316,28000,80889
2020-09-09,23442,10576,5408,31133,80444
2020-09-10,24204,12303,6149,36333,83200
2020-09-11,25443,13598,6394,35233,94311
2020-09-12,27396,16619,7498,38333,94222
2020-10-01,23823,8705,6520,38367,102044
2020-10-02,21793,8759,6398,35267,101067
2020-10-03,21420,7788,5834,31300,86844
2020-10-04,19224,6763,4738,23900,84444
2020-10-06,23251,9713,5667,29800,84978
2020-10-07,22775,9982,5255,27633,81244
2020-10-08,22489,10490,5012,26333,78400
2020-10-09,23442,10597,5423,31300,80444
2020-10-11,25252,13511,6342,35333,93867
2020-10-12,26920,16231,7375,37933,93244
2020-11-02,22207,8489,6459,35500,100800
2020-11-03,21047,7392,5545,29133,86222
2020-11-05,22373,8615,5118,28333,86667
2020-11-06,21917,9173,5332,27733,82667
2020-11-08,22394,10468,5027,26500,77778
2020-11-09,23418,10554,5438,31133,80978
2020-11-11,25252,13511,6394,36000,94044
2020-11-12,27158,16749,7533,38100,94933
2020-12-02,22414,8561,6596,36333,99556
2020-12-03,19928,6925,5164,27100,81600
2020-12-05,22539,8507,5240,27767,86222
2020-12-06,22394,9533,5377,28667,81600
2020-12-08,22632,10490,5134,26600,77689
2020-12-10,24252,12195,6149,35833,83467
2020-12-11,25491,13576,6552,37033,94933
2021-01-02,30255,16554,7779,41233,88000
2021-01-03,37116,19943,10025,44933,96444
2021-01-04,37974,20936,10325,44767,109333
2021-01-06,47725,32343,13508,45500,106667
2021-01-07,48711,30769,15364,50367,105422
2021-01-09,50629,28671,13318,55100,94100
2021-01-10,50903,31119,13104,63100,87700
2021-01-11,52492,32459,13557,65000,95800
2021-01-12,53807,28555,14082,69450,106000
2021-02-02,31446,17483,8257,42667,94133
2021-02-03,37116,20159,9936,45267,96178
2021-02-04,38022,21173,10467,44933,109333
2021-02-06,46848,31469,13614,46267,104444
2021-02-07,50355,30478,15364,52267,104444
2021-02-08,52382,27535,13748,56633,95556
2021-02-11,52656,32343,13557,64450,95800
2021-02-12,53259,28322,13891,68500,107200
2021-03-02,33352,18130,8575,42500,95556
2021-03-03,37021,20202,9901,45400,95022
2021-03-06,46684,31643,14551,46333,105333
2021-03-08,52492,27535,13987,56633,101778
2021-03-11,52656,32401,13915,64400,95300
2021-03-12,52327,27797,13509,66750,105500
2021-04-01,28683,18260,8391,40200,96000
2021-04-02,34543,18044,8504,42833,93333
2021-04-03,36163,19814,9600,44267,95022
2021-04-05,39499,25814,11050,46467,118756
2021-04-06,46410,31760,14692,45833,107556
2021-04-08,52382,27681,14178,56667,101333
2021-04-10,51834,32343,12937,63100,87800
2021-04-11,52601,32809,13796,64950,95000
2021-05-01,29874,18281,8812,40633,97511
2021-05-02,34734,18346,8752,43500,95556
2021-05-03,36163,19857,9671,44067,94489
2021-05-04,37926,21281,10750,44700,110489
2021-05-05,39499,25598,11209,46967,118844
2021-05-07,50793,29837,15240,55500,102222
2021-05-08,52930,28438,14321,57667,101333
2021-05-10,51725,32226,13080,63400,88600
2021-05-11,53478,32984,13676,66000,95000
2021-06-01,29731,18475,8946,40433,97956
2021-06-04,37831,21324,11103,44433,112889
2021-06-05,39403,25641,11174,47333,117778
2021-06-07,47670,27972,14179,51667,99556
2021-06-08,52930,28205,14154,57167,100711
2021-06-09,51999,29837,13509,55500,95000
2021-06-10,51725,32692,13127,64150,88600
2021-06-12,51779,26661,13127,65700,105600
2021-07-01,29779,18475,9158,40267,97867
2021-07-04,37926,21346,11245,44833,113511
2021-07-05,39546,26245,11174,46733,117333
2021-07-06,45314,30711,14056,45367,109333
2021-07-07,49588,29079,14887,55267,101333
2021-07-09,51231,29545,13653,55150,93900
2021-07-10,51670,32401,13199,64000,88800
2021-07-12,52601,27739,13438,66750,106700
2021-08-01,30160,18454,9406,40600,99378
2021-08-02,33972,17655,8451,42833,89778
2021-08-03,36116,19986,9759,43600,94222
2021-08-04,37926,21303,11032,44667,111467
2021-08-06,44273,29138,13189,45333,106489
2021-08-07,49204,28555,14887,57500,98667
2021-08-09,51012,29895,13509,55700,92000
2021-08-10,54190,32459,13223,64400,89300
2021-08-11,53368,33100,13605,65800,94900
2021-08-12,52382,27506,13557,66950,105900
2021-09-02,35544,18044,8752,43167,94400
2021-09-03,35735,19792,9653,42700,92711
2021-09-04,39117,21389,11085,44433,111022
2021-09-06,44766,29312,13631,45467,105600
2021-09-07,49149,27564,14798,58833,96533
2021-09-08,53423,28963,14273,57933,100533
2021-09-09,51067,30245,13557,59450,91300
2021-09-11,52820,32925,13653,65000,94900
2021-09-12,53149,27448,13629,67000,107000
2021-10-03,36354,19684,9883,43500,94222
2021-10-05,40880,27195,11740,46033,117778
2021-10-06,44875,30070,13402,45100,103556
2021-10-08,53588,28788,14154,57967,100444
2021-10-09,51231,30012,13462,59450,91300
2021-10-11,53149,32226,13653,65750,94900
2021-10-12,52492,27098,13533,67050,103100
2021-11-01,30827,18583,9317,42067,101156
2021-11-03,36545,20029,9989,44167,94133
2021-11-05,40594,26763,11563,45833,116444
2021-11-06,45752,30944,13932,45667,104889
2021-11-08,52656,28526,14178,58333,98667
2021-11-10,54355,33333,13748,64750,91900
2021-11-11,52601,31469,13414,67500,94800
2021-12-01,31351,19382,9247,42067,101689
2021-12-03,36449,20051,9989,43700,94133
2021-12-04,39117,22101,11192,44967,117333
2021-12-05,40690,27066,11740,46500,115378
2021-12-07,47177,26195,14225,58867,92444
2021-12-08,51396,28205,14082,56667,98756
2021-12-10,54245,33217,13724,66050,92900
2021-12-11,53697,31818,13629,68000,94500
2022-01-03,51177,27331,16230,68000,79200
2022-01-04,60820,26632,15896,78000,82100
2022-01-06,61259,20017,13175,72750,79300
2022-01-07,57861,16970,11552,70300,72600
2022-01-08,55231,17273,12650,61300,64700
2022-01-11,49642,11364,10311,50100,55400
2022-01-12,49116,13788,10196,44050,66000
2022-02-03,51012,27331,15514,67250,78900
2022-02-06,61094,19318,12984,73850,78900
2022-02-08,55889,17348,12746,62000,66600
2022-02-11,48656,11629,10254,48000,55400
2022-02-12,50892,14735,10769,47000,68800
2022-03-03,51177,29196,15801,68250,79000
2022-03-06,62464,19464,13080,76600,78800
2022-03-08,55757,17992,12841,61800,66000
2022-03-10,50629,14962,10712,59600,55500
2022-03-11,48722,11515,10111,49500,55100
2022-04-01,51231,27244,13891,68900,101000
2022-04-03,51231,29021,15705,67900,79000
2022-04-04,59889,26719,15753,77500,82700
2022-04-05,57259,24476,13796,74750,79700
2022-04-07,57007,16667,11743,67800,72700
2022-04-08,56612,17917,12865,62700,66400
2022-04-10,50957,14280,10769,61000,57000
2022-04-11,47933,11098,10254,46050,54300
2022-05-01,51286,27273,13700,68550,100000
2022-05-04,59724,26865,15586,77600,82300
2022-05-05,57368,24505,13844,74700,80000
2022-05-07,56152,16591,12149,65500,72300
2022-05-08,56415,17652,12865,62700,65400
2022-05-09,56678,18106,13519,72500,64000
2022-05-10,51549,14545,10998,62200,60000
2022-05-12,51483,15152,10884,47600,68100
2022-06-01,51231,26865,13533,68750,104500
2022-06-04,61916,27535,15920,79400,80500
2022-06-05,54903,24359,13366,73300,79800
2022-06-06,61916,19406,13008,77350,78500
2022-06-07,54903,16250,11886,64000,67500
2022-06-09,56415,17841,13548,72900,63300
2022-06-10,50300,13636,10368,58000,60100
2022-06-12,49971,14091,10139,44350,66600
2022-07-01,51177,26690,13653,67750,102200
2022-07-02,49040,25087,16135,66950,91200
2022-07-03,51396,29779,15371,67100,78500
2022-07-04,62080,27127,16087,77500,79500
2022-07-06,63341,19347,12865,76500,78000
2022-07-07,54640,16477,11982,64000,69800
2022-07-09,55231,17424,13175,70700,62500
2022-07-10,48656,13333,9710,54000,60200
2022-07-11,47736,10379,9710,42850,53400
2022-07-12,50300,13826,9910,44850,71200
2022-08-02,49642,26544,16135,68150,87300
2022-08-03,51944,28817,14798,67100,77900
2022-08-04,59450,27040,15848,75000,81700
2022-08-06,63012,19172,13342,76700,78100
2022-08-07,54968,17008,11958,65000,70000
2022-08-08,56546,17879,12937,62900,64600
2022-08-09,55429,17500,13061,71500,62900
2022-08-11,48196,9962,9853,44600,53300
2022-08-12,50629,14318,10368,46000,69900
2022-09-02,49697,27564,15896,68500,85700
2022-09-03,52327,29050,14679,66900,78000
2022-09-05,51505,23281,12507,68200,79100
2022-09-06,63176,19697,13271,76400,78100
2022-09-08,56678,18258,13056,63300,65300
2022-09-09,55429,18030,13003,72000,64400
2022-09-11,48656,9848,9710,45500,53700
2022-09-12,51286,14545,10426,46200,67800
2022-10-01,50410,26603,13414,66500,102300
2022-10-02,50410,27389,16111,68150,84000
2022-10-03,51834,28642,14822,66750,79100
2022-10-05,53916,23951,12913,70050,80400
2022-10-06,60272,19580,13127,75000,78000
2022-10-08,56546,18030,12984,63600,64800
2022-10-10,48656,13902,9881,57100,60200
2022-10-11,47999,9167,9051,42350,53000
2022-11-01,49040,26282,13318,65900,101000
2022-11-02,50190,27477,16206,67650,81700
2022-11-03,51067,27739,15013,66500,79000
2022-11-05,55834,23689,13127,70500,80500
2022-11-07,54442,16705,11648,64500,70000
2022-11-08,56546,17727,12793,63000,65800
2022-11-10,46684,13258,9194,55400,60000
2022-11-11,47867,9318,9165,43000,54300
2022-12-01,49094,26923,13939,68000,100800
2022-12-04,60163,26282,15395,76350,81300
2022-12-05,52382,22290,12244,67200,79000
2022-12-07,54903,16894,11958,64400,69900
2022-12-08,56875,18144,12913,63000,66200
2022-12-09,55626,18030,12946,74000,64000
2022-12-10,47604,14167,9824,57500,60000
2022-12-12,50629,14091,10139,45900,63100
2023-01-02,53916,15985,10827,47100,55200
2023-01-03,52930,15833,10111,40800,52700
2023-01-06,54903,16212,10769,39300,52000
2023-01-08,63894,20833,12418,51700,58900
2023-01-11,64575,18144,11331,35100,40400
2023-01-12,69868,20379,11726,38750,42100
2023-02-02,53851,16136,10855,49900,55800
2023-02-03,52601,15606,9967,40300,52800
2023-02-06,55100,16364,11285,40800,52000
2023-02-08,63138,20833,12451,51700,58300
2023-02-10,70473,19848,12253,51900,46900
2023-02-11,67297,19129,11660,37000,41450
2023-03-01,52601,14583,10311,43950,56800
2023-03-02,52667,15985,10655,47800,56000
2023-03-03,51615,15417,9824,39400,52700
2023-03-04,53193,15909,10712,39000,58000
2023-03-07,56809,19848,11571,43000,51100
2023-03-08,63289,20341,12418,52700,58200
2023-03-10,69716,18788,11891,49000,44500
2023-03-11,65784,19015,11462,38950,41600
2023-04-01,52601,14697,10282,43500,56000
2023-04-04,52930,15985,10741,39800,56800
2023-04-05,51615,16136,10426,37900,51300
2023-04-07,57204,19886,11657,43250,51300
2023-04-08,62987,20720,12516,53000,62200
2023-04-10,69943,19129,11957,49200,46100
2023-04-12,70775,20833,11891,39950,42950
2023-05-01,52996,15000,10426,43600,56200
2023-05-04,52996,16288,10769,39750,55500
2023-05-05,51549,16250,10368,37800,50700
2023-05-06,55889,16402,11342,41200,52100
2023-05-07,56560,20417,11686,43350,51000
2023-05-09,73195,21061,12615,54300,62300
2023-05-10,69263,18864,11891,47000,45600
2023-05-12,71682,20644,11891,40000,42800
2023-06-01,52799,14697,10454,43150,56100
2023-06-02,52930,16023,10712,47150,56000
2023-06-03,51418,15455,9910,39400,52600
2023-06-04,52799,16288,10597,39100,54500
2023-06-06,56086,16477,11714,41800,53200
2023-06-07,56408,20455,11571,43200,50400
2023-06-09,74858,21970,12681,55000,61600
2023-06-10,70094,18902,11957,48300,45950
2023-06-11,66919,19508,11825,38050,42100
2023-06-12,71834,20909,11924,40950,42800
2023-07-02,53062,14962,10512,45700,55000
2023-07-03,51812,15985,9967,39700,52700
2023-07-04,52930,16061,10655,39000,54400
2023-07-06,55889,17121,11657,41800,52800
2023-07-07,56938,20795,11714,45500,50100
2023-07-08,63894,20871,12747,53800,63900
2023-07-09,74026,21705,12714,55000,60800
2023-07-11,66767,19545,11726,38200,42050
2023-07-12,71304,20909,12022,40850,42800
2023-08-02,53390,15795,10540,44500,54400
2023-08-03,52273,16061,10082,39400,53000
2023-08-05,51615,16364,10454,37850,50900
2023-08-06,54968,17273,11457,40650,52400
2023-08-08,63667,20606,12648,53600,67000
2023-08-09,73800,21780,12582,55500,59100
2023-08-11,70019,20417,12088,39600,43000
2023-08-12,71229,20985,11989,42600,42950
2023-09-01,52799,14848,10454,42000,55000
2023-09-02,53062,15606,10569,44000,54200
2023-09-03,52996,16061,10196,40000,53000
2023-09-05,51878,16515,10483,37950,50600
2023-09-06,55626,17348,11600,41400,52300
2023-09-08,62836,21061,12615,52600,65800
2023-09-10,72287,19318,12055,47950,45200
2023-09-11,69943,20227,12088,40300,45400
2023-10-01,52864,15000,10426,42200,54500
2023-10-02,53062,15530,10483,42100,54000
2023-10-03,52273,16136,10168,39750,53100
2023-10-04,52799,15682,10655,41000,53800
2023-10-05,51944,16439,10597,39000,50600
2023-10-07,56938,20985,11886,47750,50900
2023-10-08,62155,20720,12451,52000,67900
2023-10-10,72817,19697,12154,48850,44900
2023-10-11,69187,20076,11858,39400,44950
2023-11-01,53193,15303,10454,42550,55100
2023-11-04,52799,15758,10741,40700,53600
2023-11-05,52009,16477,10597,38700,50500
2023-11-07,56711,20682,12144,48800,50800
2023-11-08,62004,20985,12451,53300,72600
2023-11-09,73648,21212,12352,54500,59100
2023-11-10,73346,19848,12187,49300,45450
2023-11-12,71834,20833,11957,42500,44050
2023-12-01,53062,15189,10454,42100,55000
2023-12-04,52799,15720,10712,40750,53100
2023-12-05,52930,16932,10683,39000,51700
2023-12-06,55823,17386,11657,43000,53400
2023-12-07,56938,20455,12030,49150,51400
2023-12-09,74783,21780,12681,55800,60300
2023-12-10,72892,19545,12088,48400,46500
2023-12-12,73195,21174,12022,42500,44250
2024-01-02,75539,21098,14427,46200,42350
2024-01-03,83781,23371,15810,46600,45250
2024-01-04,88318,22803,16403,51400,47850
2024-01-07,111826,23625,14789,65800,41350
2024-01-08,108522,22250,15415,62100,42100
2024-01-10,118174,22292,16897,67800,42300
2024-01-11,117043,22125,16206,66000,41200
2024-02-01,72514,20795,12418,42450,44000
2024-02-02,77127,21136,14328,47400,42100
2024-02-04,88469,23030,16337,51600,47800
2024-02-05,96257,21477,14756,55600,44400
2024-02-07,111304,23917,14954,66000,41600
2024-02-08,107130,22708,15679,62900,42000
2024-02-10,117739,21917,16930,67400,42050
2024-02-12,123652,22417,15909,60400,40350
2024-03-01,72817,21061,12615,43200,44150
2024-03-04,87032,22689,15942,50200,47750
2024-03-05,95198,21705,14756,55700,44450
2024-03-06,103516,24167,14888,64000,43950
2024-03-07,113913,23958,15086,65500,41350
2024-03-10,116522,21833,16798,66300,41350
2024-03-12,126087,22500,15777,59800,40400
2024-04-01,73497,21023,13241,43200,44150
2024-04-03,84234,23333,15942,47400,45250
2024-04-04,86200,22424,15679,50700,47850
2024-04-06,105180,24417,14822,63800,44100
2024-04-07,118087,23917,15020,65100,41400
2024-04-09,115652,21042,16074,69100,44000
2024-04-10,116609,21833,16535,66400,41000
2024-04-11,115478,21917,16107,65100,41200
2024-04-12,124783,22250,15711,58100,40000
2024-05-01,73648,21061,13505,43850,44100
2024-05-02,78261,21212,15119,47400,42200
2024-05-03,83705,23598,16206,50000,45300
2024-05-04,85973,22311,15382,51000,47800
2024-05-06,105936,24375,14625,62000,44200
2024-05-07,120609,23875,15020,65600,41400
2024-05-08,103130,21625,15119,61600,41300
2024-05-09,113565,20875,15777,67900,45050
2024-05-11,115304,22083,16107,65600,41300
2024-05-12,129130,23208,16173,61000,40850
2024-06-02,78715,21250,15184,47000,42300
2024-06-03,82495,23333,16206,48700,45300
2024-06-05,96484,22197,15086,58300,44750
2024-06-06,105558,24417,14723,61900,43700
2024-06-08,105043,21917,15415,62300,41300
2024-06-09,114870,21167,15810,68000,44650
2024-06-11,117043,22458,16370,65600,41800
2024-06-12,130000,23000,16041,61100,41850
2024-07-02,79319,21326,15481,46600,42400
2024-07-03,84159,23485,16074,49000,45600
2024-07-05,99282,22841,14987,59300,45000
2024-07-06,107372,24417,14789,62100,43500
2024-07-08,106087,21708,15382,62300,42350
2024-07-10,116609,22000,16601,66300,40850
2024-07-11,117478,22458,16337,65400,41700
2024-08-01,73573,21098,13636,43200,44350
2024-08-03,83176,22955,15547,47750,44800
2024-08-04,85142,22424,15481,50000,47700
2024-08-05,99055,23258,14855,59100,45400
2024-08-07,121391,24000,14954,67000,40400
2024-08-08,105565,21333,15184,62400,41800
2024-08-10,116348,22458,16601,65200,40900
2024-08-11,118087,22500,16173,65000,41050
2024-09-01,73043,20985,13735,42700,43900
2024-09-04,85444,22652,15810,52800,47700
2024-09-05,98525,23068,14921,58900,45400
2024-09-07,119565,24167,15250,66800,40800
2024-09-08,110348,21708,15448,65600,41200
2024-09-09,114174,21333,15777,67500,43700
2024-09-10,117739,22917,16864,64200,41600
2024-09-12,127826,23042,16074,61100,41850
2024-10-01,71607,20720,13768,42250,43600
2024-10-04,86049,22462,15679,52000,48500
2024-10-05,99055,23068,14888,58900,45000
2024-10-06,108885,24417,14921,63000,43450
2024-10-07,116522,24125,15349,65200,40600
2024-10-09,113043,20958,15646,67800,43000
2024-10-10,123217,22708,16798,65000,41400
2024-10-12,130000,23250,15975,60800,41200
2024-11-01,71834,20833,13603,42450,43650
2024-11-03,83176,22652,15119,46400,44350
2024-11-04,86881,22652,15646,52300,48300
2024-11-06,110775,24250,14855,62300,43200
2024-11-07,115652,24042,15217,64800,41100
2024-11-09,113565,21125,15744,67800,43000
2024-11-10,121391,22750,16831,64500,41800
2024-11-11,120261,23083,16008,63000,40800
2024-11-12,130870,23125,16008,60000,41300
2024-12-01,71607,20568,14065,41900,43000
2024-12-03,84612,22879,15217,46750,44150
2024-12-04,87335,22689,16238,52000,48450
2024-12-06,114783,24667,15217,63400,43300
2024-12-07,116348,23750,15152,64800,41750
2024-12-08,113043,21542,15613,66600,40600
2024-12-09,115043,20917,15810,67500,42900
2024-12-11,118956,22917,15876,60800,40550
2024-12-12,130609,22917,16008,60000,40900
2025-01-04,104783,22500,18636,58600,59700
2025-01-07,103304,22650,19697,64500,95600
2025-02-01,132174,22500,16601,60600,40550
2025-02-04,106087,22708,18447,58800,60400
2025-02-06,100956,21292,18636,61000,98000
2025-03-01,129565,22167,16271,58600,40500
2025-03-02,126522,22000,16705,59600,40050
2025-03-03,122174,23375,17500,58800,42050
2025-03-04,98696,21125,17159,54700,56200
2025-03-06,102087,21667,18712,62400,98100
2025-04-02,127130,22375,17008,59600,40100
2025-04-03,121739,23208,17727,59500,41950
2025-04-04,98261,20500,17008,52800,58300
2025-04-06,101826,21625,18598,61300,98100
2025-05-02,127217,22333,17045,59400,40050
2025-05-03,120956,22958,17841,59600,42250
2025-05-05,94435,21417,17841,61000,70000
2025-05-06,101565,21458,18485,61700,98000
2025-06-01,129826,21708,16074,57000,40500
2025-06-02,127391,22333,17121,59100,40450
2025-06-03,123130,23292,18258,61900,42350
2025-06-05,95391,21208,17841,60500,70500
2025-06-06,100000,21708,18295,60500,97000
2025-07-01,130522,21708,16402,57100,40500
2025-07-02,127043,22208,17235,58900,40650
2025-07-03,122956,23375,18561,61900,45300
2025-07-05,95391,21167,17614,60100,73400
2025-08-01,128956,21875,16364,58100,40500
2025-08-04,91391,19083,15833,49150,55100
2025-08-05,99391,21417,17841,60300,78500
2025-09-01,129391,21667,16288,57700,40750
2025-09-04,91565,17750,15644,46250,57000
2025-09-05,100870,21375,17803,60400,76500
2025-09-06,101043,21917,18371,60500,90300
2025-10-01,128087,21292,16023,57500,40500
2025-10-02,123478,21167,17348,57400,40000
2025-10-03,121130,23292,18561,62200,47300
2025-10-04,97913,18958,16705,49450,60900
2025-10-06,100609,21833,18333,61500,90600
2025-11-02,126435,21750,17424,56400,39950
2025-11-03,119565,23458,18788,63000,47300
2025-11-04,103043,20250,17765,52900,65100
2025-11-06,102522,21750,18371,61900,90200
2025-12-02,126087,21542,17197,56400,39900
2025-12-03,118174,23167,18636,62700,48100
2025-12-05,102870,21167,18030,60800,79400
2025-12-06,101739,22333,18712,63500,86800
